,Frame#,Time,AlejandroMask:HeadTopX7,AlejandroMask:HeadTopY7,AlejandroMask:HeadTopZ7,AlejandroMask:HeadFrontX5,AlejandroMask:HeadFrontY5,AlejandroMask:HeadFrontZ5,HeadFront5MAG,AlejandroMask:LP1X46,LHandMaxPosY,LHandPosXMean,LHandPosYMean,LHandPosZMean,RHandPosXMean,RHandPosYMean,RHandPosZMean,BothHandMaxPosY,LHandVelocity,RHandVelocity,HeadMaxPosY,HeadVelocity,HeadPosXMean,HeadPosYMean,DistanceChestToLeftArm,DistanceChestToRightArm,DistanceChestToArmsMax,ShoulderVelocity
559,563,4.691667,0.257311,1.64786,0.477811,0.226541,1.63275,0.626782,0.00112349810859,0.335037,0.716079,0.7106162,0.6556088,0.5563183,-0.07857,0.7106162,0.4518358,0.77776,0.00223528074299,0.00120133633925,1.64786,0.00112349810859,0.1737036,1.0926446,0.815795124106,0.545389754306,0.815795124106,0.00033950699551
560,564,4.7,0.257231,1.64795,0.478761,0.225803,1.63236,0.627534,0.00119867969033,0.333815,0.716196,0.7105228,0.6556018,0.5577215,-0.0789218,0.7105228,0.4518642,0.777375,0.00219458355958,0.00100083615043,1.64795,0.00119867969033,0.1734628,1.0924902,0.815593752697,0.545517294918,0.815593752697,0.000321605348214
561,565,4.708333,0.257093,1.64809,0.479735,0.224956,1.632,0.628302,0.0012043803386,0.332493,0.716407,0.7104407,0.6556405,0.5591252,-0.0792355,0.7104407,0.4519481,0.777039,0.00220329162845,0.000855236224677,1.64809,0.0012043803386,0.173171,1.092353,0.815389294619,0.545617760368,0.815389294619,0.000265324329831
562,566,4.716667,0.25688,1.64827,0.480653,0.224032,1.63171,0.629018,0.0012467878729,0.331242,0.716684,0.7103468,0.6557685,0.5605139,-0.0795003,0.7103468,0.4520845,0.776707,0.00224504276129,0.000809838255456,1.64827,0.0012467878729,0.1728456,1.0922424,0.815130338671,0.545734725693,0.815130338671,0.000240842272037
563,567,4.725,0.256589,1.6485,0.481576,0.223028,1.63145,0.62971,0.00130356818004,0.32983,0.71701,0.7102733,0.6559283,0.5618896,-0.0797495,0.7102733,0.4523245,0.77642,0.00228638010838,0.00080001874978,1.6485,0.00130356818004,0.1724762,1.0921538,0.814880143686,0.545819343618,0.814880143686,0.000213834047803
564,568,4.733333,0.256232,1.64873,0.482453,0.221925,1.63123,0.630369,0.00133989887678,0.328424,0.717427,0.7101962,0.6561676,0.5632688,-0.0799699,0.7101962,0.4526179,0.776165,0.0022489439744,0.000589336915525,1.64873,0.00133989887678,0.1720622,1.0920804,0.814574374706,0.545904210202,0.814574374706,0.000189654949843
565,569,4.741667,0.255815,1.649,0.483319,0.220752,1.63108,0.630999,0.0013755569781,0.327004,0.717903,0.710138,0.6564418,0.5645966,-0.0801068,0.710138,0.4529479,0.775976,0.00223889035015,0.000662953995387,1.649,0.0013755569781,0.1716108,1.0920284,0.814270950796,0.545946800356,0.814270950796,0.000182027470454
566,570,4.75,0.255345,1.64928,0.48415,0.219523,1.63095,0.631603,0.00142018801572,0.325534,0.718414,0.7100474,0.6567685,0.5658929,-0.0801984,0.7100474,0.4533641,0.775817,0.00221153634381,0.00073837862916,1.64928,0.00142018801572,0.1711322,1.09199,0.813907198419,0.54600530572,0.813907198419,0.000186410836595
567,571,4.758333,0.254824,1.64959,0.484955,0.218218,1.63086,0.632156,0.00149289550873,0.32406,0.718996,0.7099472,0.6571455,0.567143,-0.0802754,0.7099472,0.4538259,0.775641,0.00223517113439,0.000745015436082,1.64959,0.00149289550873,0.1706122,1.0919608,0.813503825279,0.546062486765,0.813503825279,0.000202437644721
568,572,4.766667,0.254214,1.64992,0.485706,0.216812,1.63083,0.632657,0.00151190244394,0.322557,0.719604,0.70983,0.6575755,0.5683215,-0.0802893,0.70983,0.4543472,0.775411,0.00232338911937,0.000755121844473,1.64992,0.00151190244394,0.170048,1.0919512,0.813057451956,0.546114064704,0.813057451956,0.000215594526832
569,573,4.775,0.253543,1.65026,0.486468,0.21538,1.63083,0.633142,0.00157180946682,0.321032,0.720282,0.7097192,0.6580542,0.569486,-0.0802952,0.7097192,0.4549464,0.775215,0.00221105902228,0.000794179450754,1.65026,0.00157180946682,0.1694504,1.091948,0.812595275105,0.546152391763,0.812595275105,0.000232249865447
570,574,4.783333,0.252838,1.6506,0.487137,0.213883,1.6309,0.633616,0.00159546043511,0.319454,0.721021,0.7095893,0.6585687,0.5705729,-0.0802583,0.7095893,0.4555903,0.774971,0.00218237897717,0.000820886106595,1.6506,0.00159546043511,0.1688286,1.091965,0.812081633629,0.546193957239,0.812081633629,0.00024917664417
571,575,4.791667,0.252056,1.65099,0.487835,0.212346,1.63095,0.634041,0.00167674834128,0.317866,0.721809,0.7094389,0.6591304,0.5716034,-0.080171,0.7094389,0.4562765,0.774852,0.00216753062262,0.000897880281552,1.65099,0.00167674834128,0.1681608,1.0919878,0.811531384141,0.546224839459,0.811531384141,0.000273806501019
572,576,4.8,0.251194,1.65139,0.488457,0.21072,1.63105,0.634438,0.00169016271406,0.316289,0.722595,0.709253,0.6597105,0.5725519,-0.0800442,0.709253,0.4570641,0.774626,0.00214006004589,0.000964033194449,1.65139,0.00169016271406,0.1674652,1.0920246,0.810926252261,0.546256067774,0.810926252261,0.00030166206258
573,577,4.808333,0.250335,1.65179,0.489084,0.209071,1.63115,0.634795,0.00174952279208,0.314666,0.723446,0.7090587,0.660315,0.5734076,-0.0798972,0.7090587,0.457887,0.77445,0.00205588083312,0.00103498260855,1.65179,0.00174952279208,0.1667544,1.0920624,0.810305279597,0.546278949037,0.810305279597,0.000318158765399
574,578,4.816667,0.24939,1.65219,0.489676,0.207362,1.6313,0.635138,0.00180220670291,0.313166,0.724262,0.7088456,0.6609544,0.5741927,-0.0796991,0.7088456,0.458767,0.774239,0.00206988840279,0.00112728567808,1.65219,0.00180220670291,0.166016,1.0921134,0.809640665028,0.546284154685,0.809640665028,0.000316944790145
575,579,4.825,0.248415,1.65263,0.490264,0.205597,1.63145,0.63547,0.00181353577301,0.31155,0.725122,0.708629,0.6615866,0.5748711,-0.0795058,0.708629,0.4597227,0.774035,0.00198509470807,0.00113210246886,1.65263,0.00181353577301,0.1652474,1.0921714,0.808985787703,0.546278863921,0.808985787703,0.000330661458292
576,580,4.833333,0.247385,1.65307,0.490819,0.203813,1.63161,0.635754,0.00188239156394,0.310036,0.726024,0.7083938,0.6622531,0.5754875,-0.0792253,0.7083938,0.4606995,0.773824,0.001946396157,0.00122627362363,1.65307,0.00188239156394,0.1644638,1.0922326,0.808296285238,0.546269350008,0.808296285238,0.000351331752052
577,581,4.841667,0.246329,1.6535,0.491353,0.201956,1.63178,0.636011,0.0018867856264,0.308466,0.726851,0.7081254,0.6629289,0.5760103,-0.0789149,0.7081254,0.4617127,0.773597,0.00188756827691,0.00124437373807,1.6535,0.0018867856264,0.1636478,1.0922982,0.807575633485,0.546261440351,0.807575633485,0.00037913717834
578,582,4.85,0.245226,1.65397,0.49189,0.200094,1.63196,0.636257,0.00193958268707,0.307009,0.727749,0.7078489,0.66359,0.5764383,-0.078562,0.7078489,0.4627679,0.77333,0.00183644357387,0.0012893199758,1.65397,0.00193958268707,0.16282,1.092374,0.806858028026,0.54625387391,0.806858028026,0.000391415380383
579,583,4.858333,0.244085,1.65444,0.492389,0.198179,1.63216,0.636491,0.00198578699764,0.305527,0.72864,0.7075579,0.6642732,0.576801,-0.0781468,0.7075579,0.4638145,0.773123,0.00178990670148,0.0013232014208,1.65444,0.00198578699764,0.161963,1.0924552,0.806129228461,0.546244876785,0.806129228461,0.000401205682911
580,584,4.866667,0.24293,1.65489,0.49287,0.196214,1.63237,0.636686,0.00197096270893,0.304195,0.729493,0.707271,0.6649456,0.5770517,-0.0776803,0.707271,0.4648669,0.772882,0.00178548620829,0.00132806174555,1.65489,0.00197096270893,0.1610914,1.0925346,0.805397777982,0.546218969297,0.805397777982,0.000415751127479
581,585,4.875,0.24174,1.65534,0.493331,0.194259,1.63256,0.636849,0.00202386980807,0.302784,0.730296,0.7069675,0.6655624,0.5772194,-0.0771739,0.7069675,0.4659457,0.772592,0.00164215559555,0.00135590892024,1.65534,0.00202386980807,0.1602104,1.092608,0.804702581356,0.546199635487,0.804702581356,0.00041766613461
582,586,4.883333,0.240494,1.65579,0.493769,0.192252,1.63278,0.636989,0.00203014679272,0.30156,0.731066,0.7066764,0.6662409,0.5773112,-0.0765923,0.7066764,0.4669963,0.772418,0.00154376163963,0.00139845772192,1.65579,0.00203014679272,0.1593028,1.0926914,0.803974173855,0.546146366511,0.803974173855,0.000422995271841
583,587,4.891667,0.239253,1.65626,0.494197,0.190238,1.633,0.637119,0.00207457586027,0.300359,0.731846,0.7063652,0.6668805,0.577333,-0.0759555,0.7063652,0.4680542,0.77217,0.00148851100097,0.00145522094542,1.65626,0.00207457586027,0.1583896,1.0927772,0.803265714412,0.546101618187,0.803265714412,0.000450152196485
584,588,4.9,0.237974,1.65669,0.494565,0.188176,1.63321,0.637208,0.00206189936709,0.2993,0.732571,0.7060415,0.6674928,0.5772424,-0.0752314,0.7060415,0.4691023,0.771952,0.00139878590213,0.00145542468029,1.65669,0.00206189936709,0.1574604,1.0928522,0.802554573471,0.546031945557,0.802554573471,0.000451388967521
585,589,4.908333,0.236686,1.65715,0.494941,0.186128,1.63344,0.637273,0.00209366687895,0.298225,0.733277,0.7057381,0.6680804,0.5771297,-0.0744705,0.7057381,0.4701468,0.771733,0.00130799197245,0.00149319858023,1.65715,0.00209366687895,0.1565276,1.0929376,0.801879877285,0.545931309386,0.801879877285,0.000455109876843
586,590,4.916667,0.235371,1.65758,0.495296,0.184049,1.63368,0.637333,0.00211456094734,0.29732,0.733925,0.7054105,0.6686343,0.5769348,-0.0736217,0.7054105,0.4711728,0.771517,0.00126360515985,0.00154983192637,1.65758,0.00211456094734,0.1555806,1.093023,0.801197676957,0.545831516175,0.801197676957,0.000449401824651
587,591,4.925,0.234025,1.65805,0.495635,0.181947,1.63391,0.637341,0.00213471309548,0.2965,0.734505,0.7051037,0.669139,0.5766805,-0.0726996,0.7051037,0.4722077,0.77127,0.00124084809707,0.00158187894606,1.65805,0.00213471309548,0.1546226,1.0931178,0.800566432992,0.545686460054,0.800566432992,0.000446646392575
588,592,4.933333,0.232676,1.65851,0.495939,0.179827,1.63416,0.637331,0.00214952390077,0.295784,0.735121,0.7048014,0.6696433,0.5763425,-0.0717203,0.7048014,0.4732287,0.771093,0.00120222834769,0.00163748251899,1.65851,0.00214952390077,0.1536628,1.0932124,0.79993553509,0.545522039063,0.79993553509,0.000482501813468
589,593,4.941667,0.231303,1.65894,0.49623,0.17769,1.63439,0.637303,0.00216976312071,0.295116,0.73559,0.7044993,0.6701129,0.57595,-0.0706397,0.7044993,0.4742406,0.770917,0.00113876995043,0.00175436427232,1.65894,0.00216976312071,0.1526914,1.093291,0.799338543654,0.545333381274,0.799338543654,0.000472903795713
590,594,4.95,0.229901,1.65937,0.496491,0.175534,1.63463,0.637259,0.00218855157581,0.294531,0.736073,0.7042141,0.670527,0.5755382,-0.0695252,0.7042141,0.4752321,0.770763,0.00111922875231,0.00172039326899,1.65937,0.00218855157581,0.15172,1.093374,0.79877495218,0.54510628949,0.79877495218,0.000485684053681
591,595,4.958333,0.228494,1.6598,0.496738,0.173361,1.63488,0.637186,0.00220957959802,0.294165,0.736438,0.7039492,0.6708903,0.5750879,-0.068351,0.7039492,0.4762506,0.770628,0.0010638919118,0.00177736912317,1.6598,0.00220957959802,0.1507386,1.0934554,0.798271182204,0.544847182933,0.798271182204,0.000459418110222
592,596,4.966667,0.227097,1.66027,0.496947,0.17117,1.63514,0.637067,0.00224706141438,0.293938,0.736815,0.7036502,0.6712,0.5747066,-0.0670839,0.7036502,0.4772236,0.770495,0.000945233304534,0.00178437271891,1.66027,0.00224706141438,0.1497602,1.0935522,0.797780554723,0.544598741565,0.797780554723,0.00045793558499
593,597,4.975,0.225673,1.66072,0.497148,0.168942,1.63539,0.636916,0.00223963255915,0.293771,0.737031,0.7033916,0.6714949,0.5743905,-0.0658214,0.7033916,0.4781908,0.770415,0.000816458817088,0.0018228134847,1.66072,0.00223963255915,0.1487588,1.093642,0.797343766016,0.54431438294,0.797343766016,0.000467355325208
594,598,4.983333,0.224219,1.66116,0.497337,0.166727,1.63567,0.636739,0.00228072137711,0.293783,0.737195,0.703139,0.6717279,0.574009,-0.0644918,0.703139,0.4791343,0.770285,0.000779787791646,0.00181964034908,1.66116,0.00228072137711,0.1477674,1.0937382,0.796941508261,0.544000358899,0.796941508261,0.00045215041745
595,599,4.991667,0.22275,1.66162,0.497492,0.16447,1.63595,0.636568,0.002282714393,0.293905,0.737295,0.7028983,0.6719489,0.5737523,-0.0631243,0.7028983,0.4800317,0.770189,0.000538199777035,0.00183348656935,1.66162,0.002282714393,0.1467586,1.0938404,0.796582231788,0.543687796208,0.796582231788,0.000453332107841
596,600,5.0,0.221252,1.66208,0.497631,0.162214,1.63623,0.636361,0.00231403392369,0.294089,0.73741,0.7026481,0.6721347,0.5734947,-0.0616969,0.7026481,0.4808851,0.77015,0.000593705314108,0.0018475932994,1.66208,0.00231403392369,0.1457514,1.093937,0.796236417383,0.543374839185,0.796236417383,0.00046279261014
597,601,5.008333,0.219753,1.66252,0.497753,0.159931,1.63652,0.636119,0.00231708631691,0.294402,0.7375,0.7024261,0.6723084,0.5733786,-0.0602742,0.7024261,0.4817048,0.770078,0.000593583187093,0.00185250668015,1.66252,0.00231708631691,0.1447324,1.0940302,0.795926076871,0.543045437224,0.795926076871,0.000479787452941
598,602,5.016667,0.218239,1.66295,0.497841,0.157648,1.6368,0.635839,0.00235255286869,0.294852,0.737582,0.7022068,0.6724639,0.5732799,-0.0587795,0.7022068,0.482464,0.769992,0.000629888879089,0.00182578777518,1.66295,0.00235255286869,0.143714,1.0941138,0.795619189902,0.542693237035,0.795619189902,0.000434004608271
599,603,5.025,0.216709,1.66338,0.497906,0.155331,1.63708,0.635543,0.00235932130071,0.295361,0.737644,0.7020007,0.6726098,0.5732541,-0.0572602,0.7020007,0.4831711,0.769942,0.000767612532467,0.0018551336879,1.66338,0.00235932130071,0.1426812,1.0941998,0.795332212082,0.542330064727,0.795332212082,0.000447294086704
600,604,5.033333,0.215155,1.66382,0.497956,0.153017,1.63738,0.635194,0.00240515529644,0.295964,0.737708,0.7017918,0.6727565,0.5732848,-0.055732,0.7017918,0.4838329,0.769927,0.000843313109112,0.00188763237946,1.66382,0.00240515529644,0.1416482,1.094281,0.795032000391,0.541982020911,0.795032000391,0.000422946805166
601,605,5.041667,0.21358,1.66426,0.497967,0.150653,1.63768,0.634868,0.00241420504514,0.296576,0.737752,0.7015964,0.6728853,0.5733448,-0.0541756,0.7015964,0.4844627,0.769898,0.000904685580741,0.00184828271647,1.66426,0.00241420504514,0.1405996,1.0943666,0.794759232085,0.541605162349,0.794759232085,0.000430836395863
602,606,5.05,0.211996,1.66469,0.497963,0.148288,1.63798,0.634487,0.00242082568559,0.297325,0.737834,0.701428,0.6729785,0.5734455,-0.0526114,0.701428,0.4850308,0.769882,0.00103484201693,0.0018508830325,1.66469,0.00242082568559,0.1395518,1.0944404,0.79452166889,0.54121529788,0.79452166889,0.000404288263495
603,607,5.058333,0.210421,1.66513,0.497927,0.145922,1.63826,0.634058,0.00242285884855,0.298101,0.737889,0.7012463,0.6731172,0.5735781,-0.0510434,0.7012463,0.4855577,0.76989,0.00103966388799,0.00185210636844,1.66513,0.00242285884855,0.1384994,1.094512,0.794250579318,0.540855067915,0.794250579318,0.000404179415606
604,608,5.066667,0.208823,1.66552,0.497855,0.143558,1.63853,0.633601,0.00241977209671,0.298961,0.737901,0.7010631,0.673235,0.5736986,-0.0494492,0.7010631,0.4860373,0.769869,0.00116201247842,0.00184697319959,1.66552,0.00241977209671,0.137457,1.0945656,0.793974408421,0.540492177401,0.793974408421,0.000412976996938
605,609,5.075,0.20722,1.66595,0.497778,0.141204,1.6388,0.63311,0.00244579741598,0.299839,0.737939,0.7009065,0.6733607,0.573774,-0.0478436,0.7009065,0.4864609,0.769872,0.00119828585905,0.00180359418939,1.66595,0.00244579741598,0.1364136,1.0946256,0.793697636906,0.54010334493,0.793697636906,0.000416323191764
606,610,5.083333,0.205593,1.66636,0.497651,0.138827,1.63906,0.632596,0.00241523704841,0.300805,0.737961,0.700724,0.673478,0.5738787,-0.0462568,0.700724,0.4868328,0.769931,0.00122263526859,0.0017930691565,1.66636,0.00241523704841,0.1353704,1.0946746,0.793407655774,0.53976710956,0.793407655774,0.000409463063047
607,611,5.091667,0.203972,1.66677,0.497507,0.136488,1.63932,0.632053,0.0024275718321,0.301781,0.738006,0.70055,0.6736192,0.5739315,-0.0446864,0.70055,0.4871508,0.769916,0.00125028396774,0.00180793722236,1.66677,0.0024275718321,0.1343338,1.094726,0.793100836985,0.539438780297,0.793100836985,0.00040478389296
608,612,5.1,0.202339,1.66719,0.497337,0.134136,1.63956,0.631502,0.00243265636702,0.3029,0.737977,0.7003776,0.673729,0.5740243,-0.043134,0.7003776,0.4874536,0.769818,0.00147944111069,0.00172849385304,1.66719,0.00243265636702,0.1332932,1.0947664,0.792798208717,0.539127943052,0.792798208717,0.00040179347929
609,613,5.108333,0.200691,1.66759,0.497127,0.13179,1.63979,0.630901,0.00242805209994,0.303979,0.738001,0.7001977,0.6738815,0.5740994,-0.0416406,0.7001977,0.4876783,0.769869,0.00148973991019,0.00168887802994,1.66759,0.00242805209994,0.1322522,1.0948,0.792471297936,0.538859697781,0.792471297936,0.000409121008994
610,614,5.116667,0.199009,1.66802,0.496883,0.129454,1.64002,0.63028,0.00242212551285,0.305085,0.737989,0.7000032,0.6740299,0.574178,-0.0401532,0.7000032,0.4878632,0.769825,0.00133643144231,0.00161502291005,1.66802,0.00242212551285,0.1312098,1.094838,0.792138201509,0.538626105286,0.792138201509,0.000399409564232
611,615,5.125,0.197329,1.66844,0.496623,0.12713,1.64024,0.629634,0.00240492099662,0.306163,0.738006,0.699829,0.6741493,0.574236,-0.0386965,0.699829,0.4879951,0.769796,0.00145659706165,0.00160190730069,1.66844,0.00240492099662,0.1301678,1.0948684,0.791847036366,0.538399200976,0.791847036366,0.00041528905596
612,616,5.133333,0.195678,1.66884,0.496308,0.124838,1.64047,0.628943,0.00239875842885,0.307303,0.738049,0.6996131,0.6743188,0.5743105,-0.0373109,0.6996131,0.4880584,0.769716,0.00149488762119,0.00152509475115,1.66884,0.00239875842885,0.1291516,1.0948962,0.791489638338,0.538255133626,0.791489638338,0.000417027577026
613,617,5.141667,0.194009,1.66924,0.495973,0.122557,1.64069,0.628234,0.00238315631044,0.308502,0.738102,0.6994138,0.6745106,0.5743714,-0.0359743,0.6994138,0.4880825,0.769638,0.00147687948053,0.00151584992661,1.66924,0.00238315631044,0.1281308,1.0949266,0.791136270068,0.538124890393,0.791136270068,0.000415924271953
614,618,5.15,0.192352,1.66971,0.495562,0.120304,1.64091,0.627489,0.00237548268779,0.309789,0.738133,0.6991889,0.6746519,0.5744165,-0.0346445,0.6991889,0.4880439,0.76955,0.00155472762888,0.00143619149141,1.66971,0.00237548268779,0.127119,1.0949632,0.790783626278,0.538035050279,0.790783626278,0.00041614540728
615,619,5.158333,0.190683,1.67012,0.495145,0.118071,1.64114,0.626712,0.00233563545957,0.311022,0.738184,0.6989671,0.6748496,0.5744822,-0.0334172,0.6989671,0.4879662,0.769436,0.00149509397698,0.00138511732355,1.67012,0.00233563545957,0.1261112,1.0949884,0.790391959175,0.537978805441,0.790391959175,0.000405980295088
616,620,5.166667,0.189018,1.67056,0.494675,0.115888,1.64137,0.625914,0.00232434700507,0.312279,0.738236,0.6987359,0.6750462,0.5745088,-0.0322258,0.6987359,0.4878388,0.769376,0.0014852235522,0.00141313587457,1.67056,0.00232434700507,0.1251184,1.0950156,0.789990338309,0.537961078207,0.789990338309,0.000433586208268
617,621,5.175,0.187353,1.671,0.494161,0.11373,1.64159,0.625079,0.00228464264164,0.313503,0.738306,0.6984948,0.6752618,0.5745456,-0.031085,0.6984948,0.4876758,0.769289,0.00150158682733,0.0014020221111,1.671,0.00228464264164,0.1241334,1.0950434,0.789585910036,0.537990745264,0.789585910036,0.00044117570196
618,622,5.183333,0.185699,1.67142,0.493575,0.111634,1.64184,0.624205,0.0022512902967,0.314784,0.73843,0.6982338,0.6754691,0.5745778,-0.0300356,0.6982338,0.487447,0.769179,0.00169557305947,0.0013284219962,1.67142,0.0022512902967,0.1231702,1.0950692,0.789174871853,0.538096370485,0.789174871853,0.000431148466308
619,623,5.191667,0.184049,1.67183,0.492926,0.109586,1.6421,0.623307,0.00222292195095,0.316021,0.738533,0.6979598,0.6757182,0.5746029,-0.0290151,0.6979598,0.4871829,0.769013,0.00151322470242,0.00127647052453,1.67183,0.00222292195095,0.1222212,1.0950946,0.788738050403,0.538223303922,0.788738050403,0.000424513839586
620,624,5.2,0.182411,1.67223,0.492219,0.107595,1.64237,0.622356,0.00218038758023,0.317408,0.738675,0.6976767,0.6759404,0.5746465,-0.0281093,0.6976767,0.4868777,0.768801,0.00154091693482,0.00120214225448,1.67223,0.00218038758023,0.1212948,1.0951208,0.788313676572,0.538396423922,0.788313676572,0.000404168281784
621,625,5.208333,0.180826,1.67263,0.491461,0.105668,1.64265,0.621375,0.00212286810707,0.318767,0.738768,0.6973855,0.6761722,0.5746892,-0.0272883,0.6973855,0.486536,0.768587,0.00152149597436,0.00113079175802,1.67263,0.00212286810707,0.1203882,1.0951434,0.787888824183,0.538612844443,0.787888824183,0.000426118528112
622,626,5.216667,0.179251,1.67301,0.49062,0.103823,1.64293,0.620363,0.00210155228343,0.320209,0.738911,0.6970697,0.6764178,0.5747583,-0.0265344,0.6970697,0.4861296,0.768328,0.00158484415638,0.00106530981409,1.67301,0.00210155228343,0.11951,1.0951658,0.787429797275,0.538881544413,0.787429797275,0.000415624830827
623,627,5.225,0.177718,1.67339,0.489725,0.102034,1.64327,0.619314,0.00205007829119,0.321559,0.739062,0.6967688,0.6766914,0.5748826,-0.0259218,0.6967688,0.4857576,0.768076,0.001527943389,0.00102544526914,1.67339,0.00205007829119,0.1186534,1.0952064,0.786968343194,0.539183414938,0.786968343194,0.000393452665514
624,628,5.233333,0.176198,1.67375,0.488758,0.100323,1.6436,0.618234,0.00198838376578,0.322954,0.739225,0.6964474,0.67694,0.5750121,-0.0253623,0.6964474,0.485329,0.767816,0.0015722830534,0.00103487342221,1.67375,0.00198838376578,0.117821,1.0952322,0.786499704325,0.539528044936,0.786499704325,0.000410746880694
625,629,5.241667,0.174751,1.6741,0.487735,0.098716,1.64397,0.617123,0.00193824792016,0.324293,0.739374,0.6961408,0.6772089,0.5751889,-0.0248752,0.6961408,0.484906,0.767513,0.00161589263257,0.000986417254512,1.6741,0.00193824792016,0.1170294,1.0952768,0.786062111301,0.539915440735,0.786062111301,0.000414986746776
626,630,5.25,0.173335,1.67444,0.486631,0.0972,1.64436,0.61598,0.00187577317392,0.325689,0.739543,0.6958467,0.6774583,0.5753909,-0.0244517,0.6958467,0.4844719,0.767251,0.001555673809,0.000921426611294,1.67444,0.00187577317392,0.1162766,1.0953232,0.785640348293,0.540313812057,0.785640348293,0.000416353215431
627,631,5.258333,0.17198,1.67475,0.485504,0.095776,1.64475,0.614823,0.00182946576902,0.327098,0.739758,0.6955723,0.6777217,0.5756101,-0.024146,0.6955723,0.4840415,0.767037,0.00163785866301,0.000983933940872,1.67475,0.00182946576902,0.115556,1.095369,0.785239688599,0.540732456885,0.785239688599,0.000416073310848
628,632,5.266667,0.170684,1.67504,0.484322,0.094439,1.64517,0.613647,0.00177814453856,0.328526,0.739918,0.6953031,0.6779769,0.5758734,-0.0238717,0.6953031,0.4836343,0.766825,0.00158666505602,0.000859156563148,1.67504,0.00177814453856,0.114872,1.0954138,0.784844540572,0.541155170444,0.784844540572,0.000445418903954
629,633,5.275,0.169433,1.67531,0.483104,0.093212,1.6456,0.612434,0.00172244593529,0.32995,0.740032,0.695053,0.6782319,0.5761375,-0.0237048,0.695053,0.4832501,0.766643,0.00171100029223,0.000947833846199,1.67531,0.00174283275159,0.114228,1.0954642,0.784467628198,0.541573590105,0.784467628198,0.000428944052296
630,634,5.283333,0.168278,1.67557,0.481825,0.09208,1.64606,0.61122,0.00167579026134,0.331333,0.740217,0.6948187,0.6785195,0.5764271,-0.0235687,0.6948187,0.4828984,0.76648,0.0016184748994,0.000882866920889,1.67557,0.00172621696203,0.1136268,1.0955186,0.78407237272,0.541985562129,0.78407237272,0.000423426498935
631,635,5.291667,0.167188,1.67582,0.48051,0.091053,1.64653,0.609982,0.00162008796058,0.332698,0.740412,0.6946242,0.6787852,0.5767048,-0.0235139,0.6946242,0.4825794,0.766381,0.00158018005303,0.000810605329368,1.67582,0.00171412893331,0.113072,1.0955786,0.783742821695,0.54239392439,0.783742821695,0.000411009732245
632,636,5.3,0.166161,1.67605,0.479157,0.090122,1.64702,0.60875,0.00159455354253,0.33408,0.740588,0.6944527,0.6790722,0.5770114,-0.0235081,0.6944527,0.482316,0.76635,0.00160047774118,0.000904684475384,1.67605,0.00166663403301,0.1125588,1.0956376,0.783411068939,0.54279141948,0.783411068939,0.000423302492315
633,637,5.308333,0.165226,1.67627,0.477795,0.089272,1.64753,0.607501,0.00152404100995,0.335394,0.740802,0.6943114,0.6793894,0.5773324,-0.0235179,0.6943114,0.4820775,0.76634,0.00155646426236,0.000961600228785,1.67627,0.00166265390265,0.1120918,1.0957138,0.783101630563,0.54317830849,0.783101630563,0.000443536920673
634,638,5.316667,0.164363,1.67647,0.476388,0.088546,1.64805,0.606266,0.00148133217072,0.336674,0.741085,0.6941802,0.6797121,0.5776949,-0.0235742,0.6941802,0.4818827,0.766269,0.00157051583882,0.000975305080475,1.67647,0.0015909899434,0.111681,1.0957934,0.78280604971,0.543561830671,0.78280604971,0.000461380537084
635,639,5.325,0.163598,1.67666,0.475006,0.087937,1.64858,0.605024,0.00141672509683,0.337844,0.741384,0.6940873,0.6800609,0.5780844,-0.0237367,0.6940873,0.4817772,0.766292,0.00164497082041,0.00108303924213,1.67666,0.00157023979061,0.111321,1.0958818,0.782543294693,0.543944985064,0.782543294693,0.000463680924775
636,640,5.333333,0.162896,1.67684,0.473613,0.087418,1.64911,0.603817,0.00138693835479,0.338934,0.741731,0.6940225,0.6804327,0.5785344,-0.0239623,0.6940225,0.481723,0.766345,0.00172867868616,0.00106923944933,1.67684,0.00151954927528,0.1109994,1.0959776,0.782283401568,0.544305209625,0.782283401568,0.000485375112671
637,641,5.341667,0.162303,1.67699,0.472222,0.087001,1.64966,0.602614,0.00134418934678,0.339971,0.742164,0.6940009,0.6808394,0.5790894,-0.0242824,0.6940009,0.4817217,0.766447,0.00183896873274,0.00113785631782,1.67699,0.00151166828372,0.110733,1.0960764,0.782052297897,0.54465145804,0.782052297897,0.000515068927426
638,642,5.35,0.161782,1.67715,0.470812,0.086718,1.65023,0.60143,0.00132881037022,0.340934,0.742634,0.6940024,0.6812949,0.5797059,-0.0246542,0.6940024,0.4817936,0.766463,0.00190547238238,0.001138954345,1.67715,0.00146551458539,0.11053,1.09619,0.78180532033,0.544983931666,0.78180532033,0.000516842335727
639,643,5.358333,0.161359,1.67727,0.469414,0.086522,1.65079,0.600241,0.00132103141522,0.341845,0.743188,0.6940285,0.6817724,0.5804203,-0.0250892,0.6940285,0.4819309,0.766558,0.00199078100252,0.00116737097788,1.67727,0.0014505205962,0.1103652,1.0962994,0.781594271754,0.545318033172,0.781594271754,0.00050580332146
