,Frame#,Time,AlejandroMask:HeadTopX7,AlejandroMask:HeadTopY7,AlejandroMask:HeadTopZ7,AlejandroMask:HeadFrontX5,AlejandroMask:HeadFrontY5,AlejandroMask:HeadFrontZ5,HeadFront5MAG,AlejandroMask:LP1X46,LHandMaxPosY,LHandPosXMean,LHandPosYMean,LHandPosZMean,RHandPosXMean,RHandPosYMean,RHandPosZMean,BothHandMaxPosY,LHandVelocity,RHandVelocity,HeadMaxPosY,HeadVelocity,HeadPosXMean,HeadPosYMean,DistanceChestToLeftArm,DistanceChestToRightArm,DistanceChestToArmsMax,ShoulderVelocity
243,247,2.058333,0.165468,1.71908,0.357319,0.129072,1.72816,0.50597,0.000172945077987,0.341228,0.783838,0.7320396,0.7241926,0.6096387,-0.0762687,0.7320396,0.5403901,0.796723,0.000656241571374,0.000603499792875,1.72816,0.00018111046353,0.1199184,1.1327826,0.831406947949,0.581163558569,0.831406947949,0.00030431891167
244,248,2.066667,0.165492,1.71904,0.357494,0.129019,1.72823,0.506119,0.00018300273222,0.341005,0.783993,0.7320774,0.7243263,0.6101586,-0.0765508,0.7320774,0.5407095,0.796734,0.000686099846961,0.000442954850973,1.72823,0.000200449494886,0.119909,1.1327888,0.831405238163,0.581237668565,0.831405238163,0.000299419438247
245,249,2.075,0.165516,1.71902,0.357692,0.128956,1.72829,0.50628,0.000200564204184,0.340871,0.784099,0.7320717,0.7244696,0.6107151,-0.0768213,0.7320717,0.5409806,0.79672,0.000741758720879,0.000554841418786,1.72829,0.000204022057631,0.1198936,1.1328014,0.831381459561,0.581356475377,0.831381459561,0.000267306939678
246,250,2.083333,0.16552,1.719,0.357895,0.128907,1.72835,0.506465,0.000209718859429,0.340692,0.784252,0.7320493,0.7246195,0.6112996,-0.0771363,0.7320493,0.5413,0.796659,0.00070353251524,0.000552271672277,1.72835,0.000225088871338,0.1198794,1.1328112,0.831353286404,0.58152465542,0.831353286404,0.000281478240722
247,251,2.091667,0.165526,1.71897,0.358118,0.128856,1.72842,0.506656,0.000222299347727,0.340473,0.784433,0.7320343,0.7247718,0.6118672,-0.0774855,0.7320343,0.5415919,0.796582,0.000754192283175,0.00063490550478,1.72842,0.000229717217465,0.119861,1.132823,0.831331418152,0.581708988861,0.831331418152,0.000294
248,252,2.1,0.16553,1.71894,0.358344,0.12882,1.72848,0.506867,0.000242536595177,0.34042,0.784598,0.7320044,0.7249223,0.6124636,-0.0778347,0.7320044,0.5418736,0.79653,0.000711168756344,0.000531930446581,1.72848,0.000247275150389,0.1198474,1.1328316,0.831287317503,0.581901791892,0.831287317503,0.000309473746867
249,253,2.108333,0.165533,1.7189,0.358588,0.128788,1.72855,0.507097,0.000269942586488,0.340253,0.784784,0.7319881,0.7250754,0.6130508,-0.0781741,0.7319881,0.542156,0.796465,0.000731564761316,0.000568823346919,1.72855,0.000269942586488,0.119828,1.132844,0.831285016356,0.582088211241,0.831285016356,0.000305646855047
250,254,2.116667,0.165512,1.71888,0.358837,0.128763,1.72861,0.507359,0.000265052824924,0.340255,0.784942,0.7320062,0.7252345,0.6136321,-0.0785019,0.7320062,0.5424699,0.796424,0.000774228002594,0.00062514718267,1.72861,0.00029338029927,0.119808,1.1328592,0.83128566944,0.582233313742,0.83128566944,0.000330892731863
251,255,2.125,0.16548,1.71887,0.359104,0.12872,1.72868,0.507611,0.000268538637816,0.340115,0.785132,0.7320568,0.725396,0.6142172,-0.0788299,0.7320568,0.5427876,0.796391,0.000821093173763,0.000596800636729,1.72868,0.000302059596769,0.1197756,1.1328828,0.83132914174,0.582363682949,0.83132914174,0.000346446244026
252,256,2.133333,0.165432,1.71886,0.359377,0.128673,1.72876,0.507863,0.000275755326331,0.340034,0.785336,0.7321206,0.7256019,0.614818,-0.0791671,0.7321206,0.5431583,0.796438,0.000735963993684,0.00059643356713,1.72876,0.00031790564638,0.1197442,1.132909,0.831348268575,0.582498298378,0.831348268575,0.000361132939511
253,257,2.141667,0.165375,1.71885,0.359652,0.128619,1.72885,0.508118,0.000294560689842,0.339887,0.785538,0.7322239,0.7257945,0.6153949,-0.0794368,0.7322239,0.5435327,0.796513,0.00070767294706,0.000663722833719,1.72885,0.000346400057737,0.1197042,1.132935,0.831405617542,0.58257244961,0.831405617542,0.000353199660249
254,258,2.15,0.165304,1.7188,0.359916,0.128584,1.72896,0.508389,0.000297565118924,0.340024,0.785769,0.7323499,0.7259991,0.6159739,-0.0796779,0.7323499,0.543989,0.796651,0.000773137115912,0.000628425015416,1.72896,0.000362387913706,0.1196696,1.132959,0.831462065017,0.582630338837,0.831462065017,0.00037816001904
255,259,2.158333,0.16523,1.71873,0.360175,0.128547,1.72907,0.508663,0.000291221565136,0.339792,0.786015,0.7325214,0.7262336,0.6165714,-0.0799148,0.7325214,0.5444563,0.796831,0.000871906531688,0.000808885653229,1.72907,0.000384205674086,0.119626,1.1329708,0.831530888032,0.582645007375,0.831530888032,0.000419949997023
256,260,2.166667,0.165131,1.71862,0.360439,0.12851,1.72917,0.508934,0.000293247335879,0.339728,0.786316,0.732738,0.7264899,0.6172235,-0.0801045,0.732738,0.5449914,0.797105,0.00104063298045,0.00134234645304,1.72917,0.000393192065027,0.119575,1.1329668,0.831627838704,0.582609612485,0.831627838704,0.00047929635926
257,261,2.175,0.165028,1.71849,0.360722,0.128447,1.72925,0.509209,0.000318529433491,0.339618,0.786729,0.7330486,0.7267931,0.617933,-0.0803093,0.7330486,0.5456507,0.797597,0.00133968242505,0.0022468128538,1.72925,0.000446004484282,0.1195066,1.1329464,0.831773704719,0.582484661874,0.831773704719,0.000488804664462
258,262,2.183333,0.164892,1.71833,0.361018,0.128366,1.72932,0.509509,0.000364479080333,0.339439,0.78726,0.7334845,0.7272008,0.6187847,-0.0805338,0.7334845,0.5464987,0.798345,0.00179588446176,0.00300686581011,1.72932,0.000470341365393,0.1194252,1.1329084,0.83194438646,0.582272420199,0.83194438646,0.000550164520848
259,263,2.191667,0.164759,1.71819,0.361366,0.128258,1.72939,0.50985,0.000388507400187,0.339067,0.788063,0.7340572,0.7277212,0.6198204,-0.080791,0.7340572,0.5474991,0.799487,0.00236761504472,0.00347356833818,1.72939,0.00047573311846,0.1193324,1.1328698,0.83217197468,0.581980870231,0.83217197468,0.000619465091833
260,264,2.2,0.164629,1.71807,0.361759,0.128145,1.72947,0.510213,0.00042691099775,0.338945,0.789125,0.7347475,0.7283906,0.6210857,-0.0810861,0.7347475,0.5486993,0.800875,0.00313173274722,0.00368532183127,1.72947,0.000468614980554,0.1192384,1.1328402,0.832406800203,0.581635863312,0.832406800203,0.000671503536848
261,265,2.208333,0.164523,1.71801,0.362176,0.128033,1.72958,0.51061,0.000480259304959,0.338529,0.790554,0.7355558,0.7292538,0.6226797,-0.0814718,0.7355558,0.5500766,0.802374,0.00378988456289,0.00407992230318,1.72958,0.000490698481758,0.1191482,1.132832,0.832678933501,0.58125717915,0.832678933501,0.000719926385126
262,266,2.216667,0.164439,1.71802,0.362626,0.127926,1.72974,0.51105,0.000528894129293,0.33786,0.792351,0.7364248,0.730285,0.6245725,-0.0819001,0.7364248,0.5515935,0.803919,0.00421751633073,0.00458798005663,1.72974,0.000530648659661,0.1190592,1.132855,0.832918092369,0.580891862336,0.832918092369,0.000819269186531
263,267,2.225,0.164379,1.71807,0.363139,0.127836,1.72995,0.511527,0.00057414109764,0.337166,0.794291,0.7374709,0.7314526,0.6266908,-0.0824651,0.7374709,0.5532878,0.805662,0.00471465682738,0.00501847088265,1.72995,0.00057414109764,0.118966,1.1329106,0.833236319776,0.580483251336,0.833236319776,0.000841635312947
264,268,2.233333,0.164323,1.71818,0.363686,0.127773,1.7302,0.51204,0.000612109467334,0.336453,0.796411,0.7386025,0.7327901,0.6290505,-0.0830692,0.7386025,0.5550732,0.807587,0.00487398502255,0.00523561429061,1.7302,0.000615572903887,0.1188766,1.1329944,0.833532575382,0.580007486467,0.833532575382,0.00091408205321
265,269,2.241667,0.164282,1.71827,0.364277,0.127726,1.73049,0.512577,0.000627491035793,0.335694,0.798619,0.7398571,0.7342036,0.6315517,-0.0838319,0.7398571,0.5569855,0.809695,0.00512804114648,0.0054983667575,1.73049,0.000681573180224,0.1187826,1.1330884,0.833849081357,0.579441294632,0.833849081357,0.00106371142703
266,270,2.25,0.164251,1.71829,0.364858,0.127714,1.73079,0.513128,0.000635066138288,0.334757,0.800959,0.7412483,0.7357237,0.634092,-0.0846757,0.7412483,0.5589493,0.811926,0.00533422881024,0.00578529048536,1.73079,0.00067754630838,0.1187,1.1331648,0.834148941638,0.578781483235,0.834148941638,0.00110822831583
267,271,2.258333,0.164257,1.71826,0.365477,0.127717,1.73107,0.513698,0.000662732223451,0.333926,0.803408,0.7427711,0.7373252,0.6367692,-0.0856198,0.7427711,0.5609985,0.814454,0.00553221429448,0.00608287637553,1.73107,0.000727530755364,0.1186284,1.1332252,0.834475257629,0.577994860533,0.834475257629,0.00124781609222
268,272,2.266667,0.164273,1.71819,0.366123,0.127734,1.73134,0.514303,0.000679139160997,0.333165,0.806065,0.7444408,0.7390498,0.6395231,-0.0865923,0.7444408,0.5631245,0.817235,0.00582980325569,0.00642926535461,1.73134,0.000786588202302,0.1185724,1.1332706,0.834787048209,0.577063757336,0.834787048209,0.00134119573516
269,273,2.275,0.164292,1.71811,0.366844,0.127737,1.73157,0.514942,0.000770846936817,0.332422,0.808825,0.7461837,0.7408943,0.6423249,-0.0875856,0.7461837,0.5652904,0.820246,0.00599730080953,0.00677174157806,1.73157,0.000855257855854,0.1185244,1.1333022,0.835046128578,0.576051033229,0.835046128578,0.0014136948044
270,274,2.283333,0.16428,1.71803,0.36762,0.127705,1.73178,0.515683,0.000846882518417,0.331744,0.811715,0.7480601,0.7427687,0.6452026,-0.0886253,0.7480601,0.5675719,0.823354,0.0060983050924,0.00700677279495,1.73178,0.000904179738769,0.1184866,1.1333188,0.835367652575,0.574954495607,0.835367652575,0.00150387167006
271,275,2.291667,0.164295,1.71802,0.368524,0.127644,1.73192,0.516516,0.000980895509216,0.330864,0.814589,0.7499788,0.7447289,0.648116,-0.089724,0.7499788,0.5698839,0.826469,0.00617510720555,0.00718930191326,1.73192,0.00100200249501,0.1184476,1.1333378,0.835662000429,0.573833288481,0.835662000429,0.00153913807048
272,276,2.3,0.164295,1.71812,0.369521,0.127578,1.73205,0.517486,0.00107115124982,0.330209,0.817474,0.7519547,0.7466946,0.6510767,-0.0908857,0.7519547,0.5722574,0.829632,0.00624908425291,0.00724638778979,1.73205,0.00110430068369,0.1184092,1.1333866,0.836016375529,0.572736142242,0.836016375529,0.00156394661034
273,277,2.308333,0.164307,1.71827,0.370615,0.127492,1.73215,0.518549,0.00114651646303,0.329441,0.820435,0.7539891,0.7487046,0.6540755,-0.0921698,0.7539891,0.5746206,0.832681,0.00621233233174,0.00718545656169,1.73215,0.00117198378828,0.1183692,1.1334516,0.836404983314,0.571662748585,0.836404983314,0.00155964739605
274,278,2.316667,0.164312,1.71843,0.371776,0.127422,1.73225,0.519689,0.00115225214255,0.328299,0.823395,0.7559649,0.750765,0.6570634,-0.0935482,0.7559649,0.5770589,0.835344,0.0060681648791,0.00695521250574,1.73225,0.00119058221052,0.1183396,1.1335304,0.836714236194,0.570685724279,0.836714236194,0.00157763937578
275,279,2.325,0.164327,1.71858,0.372957,0.127381,1.73234,0.520837,0.00116459306197,0.327419,0.826327,0.7580399,0.7528567,0.6601041,-0.0949932,0.7580399,0.5794864,0.83862,0.00590306725356,0.00672661764931,1.73234,0.00116922880567,0.1183268,1.1336118,0.837122271943,0.569652198886,0.837122271943,0.00153885834306
276,280,2.333333,0.164337,1.71869,0.374121,0.127365,1.73243,0.521998,0.00114991217056,0.32668,0.829197,0.7600902,0.7549941,0.6631692,-0.0964818,0.7600902,0.5818716,0.841444,0.00574200200279,0.00639818177297,1.73243,0.00118993151063,0.118336,1.1336868,0.837471655668,0.568671392417,0.837471655668,0.0015578526888
277,281,2.341667,0.164341,1.71872,0.375287,0.127382,1.73251,0.523145,0.00113361721935,0.32587,0.832094,0.7621658,0.7571827,0.6662719,-0.0980652,0.7621658,0.5842756,0.844413,0.00559743753873,0.00602349176143,1.73251,0.00121877725611,0.1183622,1.1337368,0.837814641661,0.567660916149,0.837814641661,0.0015373021824
278,282,2.35,0.164321,1.71872,0.376443,0.12739,1.73257,0.524277,0.00113815464679,0.325181,0.834944,0.7641731,0.759406,0.6693921,-0.0996101,0.7641731,0.5866097,0.847021,0.00542783161124,0.00580570391942,1.73257,0.00121227307155,0.1183772,1.1337684,0.838076336714,0.566695277463,0.838076336714,0.00157950910096
279,283,2.358333,0.164324,1.71868,0.377583,0.12739,1.73264,0.525413,0.00114927498885,0.324687,0.837693,0.7661699,0.7615937,0.672517,-0.1012546,0.7661699,0.5889739,0.849471,0.00517570574898,0.00541865084684,1.73264,0.00125295849891,0.1183958,1.1337946,0.838372458451,0.565720721363,0.838372458451,0.00159445288422
280,284,2.366667,0.164317,1.71861,0.37875,0.127408,1.73271,0.52656,0.00119737963905,0.324181,0.840352,0.7681074,0.7637489,0.6755807,-0.1029044,0.7681074,0.5913015,0.8519,0.00501047842027,0.00525947535406,1.73271,0.00124149345548,0.1184164,1.1338078,0.838608471387,0.564776280663,0.838608471387,0.00159856560704
281,285,2.375,0.164312,1.71852,0.37996,0.127411,1.73274,0.527757,0.00122717276697,0.323973,0.842919,0.7700435,0.7658984,0.6786444,-0.1045811,0.7700435,0.5936341,0.85436,0.00485037689257,0.00499347684484,1.73274,0.0012586155092,0.1184282,1.1338084,0.838887489604,0.563807638604,0.838887489604,0.00163364163757
282,286,2.383333,0.164338,1.71845,0.38119,0.127393,1.73275,0.528984,0.00126961293314,0.323759,0.845434,0.7719165,0.7679867,0.6815895,-0.1062509,0.7719165,0.5959402,0.856699,0.00465600150344,0.00480581793246,1.73275,0.0012917430085,0.118448,1.1338094,0.839111882876,0.562893927861,0.839111882876,0.00162162295248
283,287,2.391667,0.164366,1.71837,0.382471,0.127359,1.73273,0.530253,0.00133850289503,0.323478,0.847944,0.773753,0.7700458,0.6844649,-0.1079997,0.773753,0.5982459,0.858987,0.00459212488942,0.00464013846776,1.73273,0.00136311921709,0.1184792,1.1337978,0.839373569262,0.562039940224,0.839373569262,0.00159692329183
284,288,2.4,0.164381,1.71836,0.383834,0.12732,1.73268,0.53159,0.00137887671675,0.323366,0.850373,0.7755647,0.7720522,0.6872961,-0.1097433,0.7755647,0.600551,0.861196,0.00448882178305,0.00448654443865,1.73268,0.00138337738886,0.1185144,1.1337908,0.839656433857,0.561219163572,0.839656433857,0.00152745441831
285,289,2.408333,0.164393,1.71839,0.385217,0.127265,1.73261,0.532966,0.00142795308046,0.323164,0.852805,0.7773504,0.774035,0.6900382,-0.1115096,0.7773504,0.6028983,0.863327,0.00428877383409,0.00438301848045,1.73261,0.00143869524222,0.1185492,1.1337824,0.839971742719,0.560416709376,0.839971742719,0.00154078583846
286,290,2.416667,0.164373,1.71843,0.386655,0.12722,1.73253,0.534391,0.00145034478659,0.322903,0.855147,0.7791147,0.7759571,0.6926756,-0.113282,0.7791147,0.6051898,0.865524,0.00407023058315,0.00433418389088,1.73253,0.00145034478659,0.1185842,1.1337792,0.840328255967,0.559682095497,0.840328255967,0.0015133832958
287,291,2.425,0.164383,1.71848,0.388094,0.127198,1.73242,0.535837,0.00146499215015,0.322584,0.857457,0.7808228,0.7778566,0.6952147,-0.1150361,0.7808228,0.6075309,0.867523,0.00379030249452,0.00425463417934,1.73242,0.00146499215015,0.118612,1.1337732,0.840718057444,0.559003125862,0.840718057444,0.00153491367835
288,292,2.433333,0.164378,1.71851,0.389518,0.127157,1.73232,0.537298,0.00143424753791,0.322447,0.859536,0.7825622,0.7796577,0.6976552,-0.1168135,0.7825622,0.6098335,0.869601,0.00356448172951,0.00417148031279,1.73232,0.00143424753791,0.1186294,1.1337668,0.841187750033,0.558321759794,0.841187750033,0.00160079886307
289,293,2.441667,0.164382,1.71852,0.390935,0.127132,1.7322,0.538727,0.00140881687951,0.322058,0.861596,0.784249,0.781448,0.6999471,-0.1185531,0.784249,0.6120946,0.871611,0.00341310210805,0.00405031924668,1.7322,0.00140881687951,0.1186368,1.1337554,0.841667360484,0.557674760111,0.841667360484,0.00161208498535
290,294,2.45,0.16435,1.71853,0.392309,0.127063,1.73208,0.540129,0.0013530084996,0.321952,0.863608,0.785943,0.7831675,0.7021716,-0.1202943,0.785943,0.6143594,0.873708,0.00342132781241,0.003937723327,1.73208,0.00137876684033,0.1186298,1.133744,0.842211792104,0.557020788678,0.842211792104,0.00164248257221
291,295,2.458333,0.164287,1.71856,0.393686,0.126959,1.73199,0.541475,0.00132867979589,0.321611,0.86572,0.7876193,0.7849193,0.7042532,-0.1220372,0.7876193,0.6165511,0.875684,0.0034160159543,0.00393815718325,1.73199,0.00133549840883,0.1186172,1.1337464,0.842743854888,0.556422321599,0.842743854888,0.00170762085956
292,296,2.466667,0.164227,1.71858,0.39502,0.126808,1.7319,0.542792,0.00130115717728,0.321258,0.867845,0.7893485,0.7866824,0.7062445,-0.1237538,0.7893485,0.6187437,0.877753,0.00333880906911,0.00391906391885,1.7319,0.00130115717728,0.1185966,1.1337458,0.843345703724,0.555725540454,0.843345703724,0.00171810273267
293,297,2.475,0.164159,1.71863,0.396314,0.126641,1.73184,0.544081,0.00127240284501,0.32086,0.869838,0.7911331,0.7883837,0.7080414,-0.1254382,0.7911331,0.620957,0.879846,0.00343438859187,0.00395090344099,1.73184,0.00127838178961,0.118564,1.1337602,0.844005072193,0.55496811204,0.844005072193,0.00170142881132
294,298,2.483333,0.164033,1.71865,0.397586,0.126431,1.73177,0.545334,0.00123749020198,0.320555,0.872158,0.7930053,0.7901949,0.7098617,-0.1270328,0.7930053,0.6232244,0.882112,0.00367479060628,0.00407679911205,1.73177,0.00123806623409,0.1184968,1.1337726,0.844722951096,0.554094905945,0.844722951096,0.00171376690364
295,299,2.491667,0.163911,1.71864,0.398818,0.12622,1.73174,0.546553,0.00122034298457,0.320103,0.874447,0.7949856,0.7920054,0.7115956,-0.1285552,0.7949856,0.6255466,0.884384,0.00397347316588,0.00422245272324,1.73174,0.00122034298457,0.1184104,1.1337896,0.845550022933,0.553103276988,0.845550022933,0.00172421837364
296,300,2.5,0.163778,1.71863,0.400017,0.125971,1.7317,0.547747,0.00118574364852,0.319602,0.877109,0.7970927,0.7939447,0.7133186,-0.1299903,0.7970927,0.6279448,0.886692,0.00436944573144,0.00429386818615,1.7317,0.00118630097362,0.118306,1.1338054,0.84642319958,0.551928048903,0.84642319958,0.00172204094028
297,301,2.508333,0.163567,1.7186,0.401184,0.125693,1.73166,0.548899,0.00114289150841,0.318378,0.879968,0.799302,0.7959893,0.7148072,-0.1313399,0.799302,0.6303504,0.889252,0.00490110630368,0.00447365622282,1.73166,0.00114289150841,0.1181616,1.1338206,0.847345615969,0.550623676871,0.847345615969,0.00175097458577
298,302,2.516667,0.163341,1.71856,0.402294,0.125367,1.73163,0.549994,0.00113033136734,0.317283,0.883235,0.8016281,0.7981799,0.7160981,-0.1324927,0.8016281,0.6328108,0.891838,0.00556867389959,0.0042924209952,1.73163,0.00114317627687,0.117987,1.1338294,0.848278215866,0.549106398318,0.848278215866,0.00177507182953
299,303,2.525,0.163047,1.71852,0.403398,0.124967,1.73161,0.551051,0.0011041530691,0.315823,0.886986,0.8040694,0.8005369,0.7171804,-0.1334803,0.8040694,0.6352608,0.894681,0.00566853543695,0.00430183809551,1.73161,0.0011041530691,0.117771,1.1338354,0.849250436326,0.547431372251,0.849250436326,0.00173684340112
300,304,2.533333,0.162746,1.71847,0.404429,0.124552,1.73159,0.552074,0.00110511447371,0.31416,0.89067,0.8065662,0.8029766,0.7181976,-0.1343342,0.8065662,0.637682,0.897671,0.00533634200553,0.00423474733603,1.73159,0.00110511447371,0.1175408,1.133843,0.850233758765,0.545621626204,0.850233758765,0.0017710293617
301,305,2.541667,0.16239,1.71841,0.405451,0.124089,1.73156,0.553077,0.0010852948908,0.312441,0.894169,0.8091038,0.805372,0.719249,-0.13502,0.8091038,0.6401098,0.900815,0.00507576457295,0.00427694295029,1.73156,0.0010852948908,0.1172664,1.1338542,0.851344751235,0.543687631083,0.851344751235,0.00175880669774
302,306,2.55,0.162,1.71835,0.406454,0.123621,1.73154,0.554056,0.00109449760164,0.310822,0.89746,0.8116823,0.8077504,0.7204261,-0.1355566,0.8116823,0.6424667,0.903911,0.00479456661232,0.00428860490136,1.73154,0.00109449760164,0.1169706,1.133865,0.852532605526,0.541627855322,0.852532605526,0.00173410985811
303,307,2.558333,0.161597,1.7183,0.407435,0.123113,1.73151,0.555025,0.00109159012454,0.309286,0.901441,0.8142468,0.8100236,0.7216374,-0.1359874,0.8142468,0.6447513,0.906911,0.00441412097705,0.00409648654337,1.73151,0.00109185026446,0.1166468,1.1338806,0.853844223097,0.539506476487,0.853844223097,0.00173254985498
304,308,2.566667,0.161148,1.71825,0.408429,0.122598,1.73148,0.555987,0.00110830230533,0.307594,0.90524,0.816715,0.8121978,0.722854,-0.1363699,0.816715,0.6469589,0.909762,0.00404070699259,0.00415817556147,1.73148,0.00110830230533,0.1163044,1.133904,0.855170260852,0.537425253666,0.855170260852,0.00171730049787
305,309,2.575,0.160658,1.71823,0.409388,0.122023,1.73145,0.556934,0.00110782715258,0.306106,0.908671,0.8190965,0.8142449,0.7241254,-0.1366714,0.8190965,0.6490838,0.912476,0.00377707347029,0.003647796184,1.73145,0.00110782715258,0.1159176,1.1339454,0.856549077337,0.535368528166,0.856549077337,0.00169457605318
306,310,2.583333,0.160069,1.71822,0.410302,0.121428,1.73142,0.557868,0.00113,0.304836,0.911883,0.8213966,0.8161711,0.725457,-0.1370961,0.8213966,0.6510457,0.915102,0.0036065644317,0.00350661574741,1.73142,0.00113,0.1155028,1.1339898,0.857977665557,0.533436590732,0.857977665557,0.00165932636934
307,311,2.591667,0.159465,1.71824,0.411216,0.120762,1.73138,0.55878,0.00110884624723,0.30368,0.914897,0.823585,0.8180426,0.7269186,-0.137523,0.823585,0.6528604,0.917541,0.003408657507,0.00337262345956,1.73138,0.00113291703138,0.1150588,1.134045,0.859434758757,0.531613159716,0.859434758757,0.00162199784217
308,312,2.6,0.15879,1.71827,0.412109,0.120098,1.73137,0.559668,0.00112270209762,0.30311,0.917726,0.8257235,0.8198437,0.7282903,-0.1379028,0.8257235,0.6546499,0.919998,0.00316951762891,0.00318416362645,1.73137,0.00112270209762,0.1145966,1.1341148,0.86087846303,0.529779958362,0.86087846303,0.00157138919431
309,313,2.608333,0.158066,1.71831,0.412959,0.11936,1.73136,0.560514,0.00112244198068,0.302259,0.92043,0.8277781,0.8215993,0.7297428,-0.1382421,0.8277781,0.656394,0.922282,0.00319139483612,0.00307769361698,1.73136,0.00115362255526,0.1141022,1.1341796,0.862307141679,0.528035855999,0.862307141679,0.00151112077611
310,314,2.616667,0.157265,1.71832,0.413749,0.1186,1.73136,0.56134,0.00110280778017,0.301098,0.922997,0.8297246,0.8232724,0.7311267,-0.1385361,0.8297246,0.6580438,0.924486,0.00290659663524,0.00289574273719,1.73136,0.00114762406737,0.1135798,1.1342346,0.86370022129,0.526344421432,0.86370022129,0.00145487112831
311,315,2.625,0.156415,1.71831,0.41452,0.117804,1.73134,0.562103,0.00112185426861,0.300447,0.925446,0.8315833,0.8248931,0.7325831,-0.1388083,0.8315833,0.6596408,0.926587,0.00285593697409,0.00276789251959,1.73134,0.00114514496899,0.113032,1.1342796,0.865076040598,0.524714547237,0.865076040598,0.00143528394403
312,316,2.633333,0.155534,1.71831,0.415233,0.11696,1.73133,0.562842,0.00110636973928,0.299751,0.927781,0.8333958,0.8265061,0.7340294,-0.1390623,0.8333958,0.6611985,0.928536,0.0027805569586,0.00262132237621,1.73133,0.00113315356417,0.1124642,1.134323,0.866418886559,0.523137715108,0.866418886559,0.00138697548645
313,317,2.641667,0.154652,1.7183,0.415889,0.116085,1.73134,0.563519,0.00107772213488,0.299021,0.930079,0.8350729,0.828108,0.7355302,-0.1392576,0.8350729,0.66264,0.930466,0.00281642912213,0.00251512902254,1.73134,0.00112528663015,0.1118916,1.1343614,0.867661283847,0.521637474668,0.867661283847,0.00137430345994
314,318,2.65,0.153711,1.71831,0.416506,0.115203,1.73136,0.564138,0.00105326777222,0.298142,0.932255,0.8366816,0.8297096,0.7370303,-0.1394911,0.8366816,0.6640548,0.93229,0.00269937381628,0.00244963527898,1.73136,0.00108839606762,0.111315,1.1344038,0.868854265508,0.520225440638,0.868854265508,0.00134888101773
315,319,2.658333,0.152786,1.71833,0.417056,0.11432,1.73141,0.56471,0.00100238565433,0.297289,0.934396,0.8382144,0.8312879,0.7385965,-0.1397229,0.8382144,0.665381,0.934396,0.0027162466751,0.00225025709642,1.73141,0.00105895986704,0.1107288,1.134459,0.87002748671,0.518869278915,0.87002748671,0.0013121120379
316,320,2.666667,0.151866,1.71832,0.417553,0.113451,1.73147,0.565206,0.000960885008729,0.296488,0.936455,0.8396674,0.8328858,0.7402056,-0.1401047,0.8396674,0.6666361,0.936455,0.00259475393824,0.00228441458584,1.73147,0.00103244999879,0.11015,1.1345132,0.871110707475,0.5176610338,0.871110707475,0.00127057309904
317,321,2.675,0.150939,1.71831,0.417986,0.112609,1.73155,0.565662,0.000946630867868,0.295622,0.9385,0.8410285,0.8344783,0.7418386,-0.1403994,0.8410285,0.6678838,0.9385,0.00256784325846,0.00207765204016,1.73155,0.00100592643866,0.1095836,1.1345652,0.872148983072,0.516474691781,0.872148983072,0.00124362373731
318,322,2.683333,0.150017,1.71827,0.418376,0.111748,1.73164,0.566045,0.000893347077009,0.294799,0.940472,0.842243,0.8360579,0.7434935,-0.1408628,0.842243,0.6688471,0.940472,0.00272627474771,,1.73164,0.000970917092238,0.1090202,1.1346114,0.873073039964,0.515474868754,0.873073039964,0.0011924281949
319,323,2.691667,0.149141,1.71822,0.418697,0.110928,1.73175,0.566382,0.000862225028632,0.293933,0.942406,0.846761777778,0.8376008,0.7451716,-0.142368333333,0.846761777778,0.675780666667,0.942406,0.00266395608072,,1.73175,0.00094983366965,0.1084688,1.1346572,0.87680681702,0.512946766066,0.87680681702,0.00116972817355
320,324,2.7,0.148251,1.71817,0.419025,0.110134,1.73187,0.566696,0.000847362968273,0.293105,0.944339,0.8445462,0.8391334,0.7468416,-0.1416432,0.8445462,0.6712363,0.944339,0.00258110770794,0.00172673854419,1.73187,0.000899405359112,0.1079316,1.1347068,0.874887041144,0.513607544929,0.874887041144,0.0011135623018
321,325,2.708333,0.147425,1.71814,0.419294,0.109344,1.73199,0.566978,0.000787551268172,0.292681,0.946234,0.8455592,0.8406212,0.7485081,-0.1420743,0.8455592,0.6722621,0.946234,0.00263782372421,0.00164838284388,1.73199,0.000902067070677,0.1074136,1.134769,0.875681330993,0.512806780611,0.875681330993,0.00109356572733
322,326,2.716667,0.146563,1.71808,0.419553,0.10861,1.73211,0.567237,0.000787904181992,0.292049,0.948148,0.8464775,0.8420863,0.7501641,-0.1425199,0.8464775,0.6731702,0.948148,0.00252706034752,,1.73211,0.000853632825048,0.106914,1.1348262,0.876407309342,0.512098114315,0.876407309342,0.00105614014222
323,327,2.725,0.145769,1.71802,0.419764,0.107867,1.73222,0.567475,0.000764955554264,0.291214,0.950022,0.850699777778,0.8435648,0.7517752,-0.144211444444,0.850699777778,0.679660444444,0.950022,0.00256972021823,,1.73222,0.000846537063571,0.106436,1.1348832,0.879908569521,0.509925593133,0.879908569521,0.00104260491079
